0,2,0,-49,93,0,2,1,0,68,43,0,-2,1,0,-85,70,0,1,5.03,0.4,2.05,773.5259999999945
0,2,0,-52,93,0,2,1,0,66,41,0,-2,1,0,-83,73,0,1,5.03,0.4,2.05,774.2909999999945
0,2,0,-52,95,0,2,1,0,63,41,0,-2,1,0,-81,76,0,1,5.03,0.4,2.05,775.0559999999945
0,2,0,-49,94,0,2,1,0,62,41,0,-2,1,0,-81,78,0,1,5.03,0.4,2.05,775.8209999999945
0,2,0,-37,86,0,2,1,0,64,40,0,-2,1,0,-81,80,0,1,5.03,0.4,2.05,776.5859999999944
0,2,0,-31,84,0,2,1,0,67,40,0,-2,1,0,-82,79,0,1,5.03,0.4,2.05,777.3509999999944
0,2,0,-27,81,0,2,1,0,70,38,0,-2,1,0,-79,77,0,1,5.03,0.4,2.05,778.1159999999944
0,2,0,-22,77,0,2,1,0,74,37,0,-2,1,0,-80,76,0,1,5.03,0.4,2.05,778.8809999999944
0,2,0,-18,74,0,2,1,0,79,32,0,-2,1,0,-82,71,0,1,5.03,0.4,2.05,779.6459999999944
0,2,0,-16,73,0,2,1,0,78,30,0,-2,1,0,-81,67,0,1,5.03,0.41,2.09,780.4269999999943
0,2,0,-15,73,0,2,1,0,75,27,0,-2,1,0,-80,64,0,1,5.03,0.41,2.09,781.2079999999943
0,2,0,-13,73,0,2,1,0,71,24,0,-2,1,0,-82,60,0,1,5.03,0.41,2.09,781.9889999999942
0,2,0,-9,76,0,1,1,0,62,15,0,-2,1,0,-85,51,0,1,5.03,0.41,2.09,782.7699999999942
0,2,0,-9,77,0,1,1,0,60,14,0,-2,1,0,-87,49,0,1,5.03,0.41,2.09,783.5509999999941
0,2,0,-43,127,0,2,0,1,93,59,0,-2,1,0,-123,28,0,1,5.04,0.45,2.31,784.4109999999941
0,2,0,-40,128,0,2,0,1,97,60,0,-2,1,0,-121,30,0,1,5.04,0.45,2.31,785.2709999999942
0,2,0,-36,128,0,2,0,1,101,62,0,-2,1,0,-123,33,0,1,5.04,0.45,2.31,786.1309999999942
0,2,0,-30,129,0,2,0,1,112,68,0,-2,1,0,-122,36,0,1,5.04,0.45,2.31,786.9909999999942
0,2,0,-30,130,0,2,0,1,118,69,0,-1,1,0,-121,39,0,1,5.04,0.45,2.31,787.8509999999942
0,2,0,-30,129,0,2,0,1,124,72,0,-1,1,0,-121,42,0,1,5.04,0.45,2.31,788.7109999999942
0,2,0,-31,132,0,2,0,1,130,74,0,-1,1,0,-123,46,0,1,5.04,0.45,2.31,789.5709999999942
0,2,0,-30,139,0,2,0,1,135,80,0,-1,1,0,-121,52,0,1,5.04,0.45,2.31,790.4309999999942
0,2,0,-30,141,0,2,0,1,132,81,0,-1,1,0,-122,55,0,1,5.04,0.45,2.29,791.2859999999943
0,2,0,-30,144,0,2,0,1,128,80,0,-1,1,0,-121,59,0,1,5.04,0.45,2.29,792.1409999999943
0,2,0,-30,147,0,2,0,1,125,80,0,-1,1,0,-120,61,0,1,5.04,0.45,2.29,792.9959999999943
0,2,0,-33,149,0,2,0,1,116,78,0,-1,1,0,-119,64,0,1,5.04,0.45,2.29,793.8509999999943
0,2,0,-34,147,0,2,0,1,113,80,0,-1,1,0,-119,65,0,1,5.04,0.45,2.29,794.7059999999943
0,2,0,-34,147,0,2,0,1,110,80,0,-1,1,0,-119,66,0,1,5.04,0.45,2.29,795.5609999999944
0,2,0,-5,78,0,1,2,-1,103,69,0,0,1,-1,15,38,0,1,5.05,0.54,2.76,796.5909999999943
0,2,0,-16,78,0,1,2,-2,71,61,0,0,2,-2,-9,51,0,1,5.05,0.54,2.76,797.6209999999943
0,2,0,-48,176,0,2,0,0,160,-26,0,-2,0,0,-225,19,0,1,5.03,0.4,2.05,24.014999999999986
0,2,0,-45,178,0,2,0,0,159,-27,0,-2,0,0,-219,20,0,1,5.03,0.4,2.05,24.759999999999987
0,2,0,-43,184,0,2,0,0,159,-31,0,-2,0,0,-206,25,0,1,5.03,0.4,2.05,25.50499999999999
0,2,0,-43,186,0,2,0,0,161,-32,0,-2,0,0,-199,23,0,1,5.03,0.4,2.05,26.24999999999999
0,2,0,-44,188,0,2,0,0,166,-31,0,-2,0,0,-191,25,0,1,5.03,0.43,2.18,27.04299999999999
0,2,0,-46,190,0,2,0,0,166,-29,0,-2,0,0,-187,26,0,1,5.03,0.43,2.18,27.835999999999988
0,2,0,-47,191,0,3,0,0,167,-27,0,-2,0,0,-183,26,0,1,5.03,0.43,2.18,28.628999999999987
0,2,0,-45,191,0,3,0,0,173,-14,0,-2,0,0,-173,21,0,1,5.03,0.43,2.18,29.421999999999986
0,2,0,-47,192,0,3,0,0,174,-9,0,-2,0,0,-168,12,0,1,5.03,0.43,2.18,30.214999999999986
0,2,0,-47,190,0,3,0,0,178,-5,0,-3,0,0,-164,11,0,1,5.03,0.43,2.18,31.007999999999985
0,2,0,-48,186,0,3,0,0,182,-1,0,-3,0,0,-165,12,0,1,5.03,0.43,2.18,31.800999999999984
-1,2,0,-53,189,0,3,0,0,192,5,0,-2,0,0,-168,12,0,1,5.03,0.43,2.18,32.59399999999999
-1,2,0,-55,188,0,2,0,0,192,5,0,-2,0,0,-165,15,0,1,5.03,0.43,2.18,33.386999999999986
0,2,0,-55,187,0,2,0,0,193,4,0,-2,0,0,-160,15,0,1,5.03,0.43,2.18,34.179999999999986
0,2,0,-30,236,0,2,0,0,195,70,0,-2,0,0,-166,107,0,1,5.03,0.4,2.02,34.914999999999985
0,2,0,-28,233,0,2,0,0,191,69,0,-2,0,0,-164,108,0,1,5.03,0.4,2.02,35.649999999999984
0,2,0,-29,233,0,2,0,0,188,68,0,-2,0,0,-164,109,0,1,5.03,0.4,2.02,36.384999999999984
0,2,0,-45,223,0,2,0,0,176,62,0,-2,0,0,-162,105,0,1,5.03,0.41,2.07,37.136999999999986
0,2,0,-53,218,0,2,0,0,174,59,0,-2,0,0,-162,101,0,1,5.03,0.41,2.07,37.88899999999999
0,2,0,-58,215,0,2,0,0,172,57,0,-2,0,0,-162,95,0,1,5.03,0.41,2.07,38.64099999999999
