0.5610263,0.6199918,0.22197056
0.45291382,0.44517994,0.34889603
-0.5365732,0.61706877,1.6886463
0.12232663,0.1427927,2.388301
-0.3114242,-0.97872925,3.2157726
-0.024258316,-1.3509231,0.72328186
-0.55132824,-1.7823067,-0.11550808
-0.25471923,-1.8738384,0.2642784
-0.35337996,-1.4391804,-0.72158
-0.36062223,-1.1495707,-1.0235486
-0.19769299,-0.98323107,-0.84635544
-0.30536264,-0.77315426,-1.2189384
-0.3148308,-0.43752432,-0.8302164
-0.03621646,-0.13585186,-0.81872225
-0.25797534,-0.16152573,0.07920647
-0.33763227,0.65510845,1.6619015
0.13230683,0.45134974,2.032755
0.11616796,-0.42954063,3.420597
0.5863375,-0.3570404,0.9459133
0.1732795,-0.52385235,-0.79792786
0.19167934,-0.8154807,-1.2811966
-0.037250414,-0.86291265,-0.9455075
0.12594372,-0.6578584,-1.6594448
0.22574507,-0.43057442,-2.143742
0.19445539,-0.3347993,-1.3427463
0.09811164,-0.1500597,-1.2382379
-0.10523382,0.23711777,-0.48035145
-0.28198713,0.7464194,0.79301643
-0.31095162,-0.2826872,1.9807138
-0.57670754,-1.4029315,4.407235
-0.52487785,-1.145411,1.0581217
-0.14950609,-0.76498365,-0.3520975
-0.3275055,-0.92187357,0.13907433
-0.16737354,-0.68298626,-0.8934841
-0.42020798,-0.43931484,-0.8519721
-0.42826077,-0.35086012,-1.2029324
-0.25070298,-0.30697823,-1.3689752
-0.31478077,-0.049165726,-0.68919754
0.1027724,0.0782156,-0.2450695
-0.32298788,0.25687933,1.3650227
0.84068364,0.47731113,1.114686
0.7099229,-0.7924967,3.493925
0.052793145,-0.5800054,1.7825775
0.78155893,-0.15448141,-1.6262331
0.41278237,-0.5159874,-1.3268938
0.3488465,-0.5252404,-0.7922139
0.033326954,-0.38635063,-1.4911523
0.18381321,-0.22725725,-1.3313885
0.24663968,-0.04784918,-1.1041517
-0.05099632,0.076909065,-0.97104645
0.22564372,0.3025236,-0.75780773
-0.18315548,0.55030537,0.96118736
0.023512028,0.5394354,1.3419743
-1.1801131,-0.75330234,3.5950365
-1.276587,-0.88231874,1.7479038
-0.54746705,-0.36204123,-1.2984791
-0.809029,-0.697927,-0.40196037
-0.4230624,-0.7097528,-1.0846543
-0.45076934,-0.58663607,-1.1793327
-0.34939992,-0.39352798,-1.550993
-0.33824682,-0.37788868,-1.7089658
-0.08596359,-0.05901766,0.1431284
0.19620676,0.24464369,0.5839548
1.04995,0.8179946,1.51266
1.3201431,0.70978975,1.5849533
0.672023,-0.7266917,4.552622
0.19980568,-0.58128357,0.79926777
0.76194596,-0.17104316,-1.7894025
0.25206938,-0.68411016,-0.9057269
0.189843,-0.48235297,-1.4567065
-0.24210131,-0.3329997,-1.8520231
0.18645334,-0.07659531,-1.5256062
0.13114983,0.08318472,-0.9928589
-0.018501565,0.23073483,-1.024353
0.23978966,0.43915224,-0.3971653
0.09454949,0.25934076,1.2313643
-0.17861381,0.6651249,0.934289
-0.3773536,-0.19214582,2.8431873
-0.6509251,-0.95796585,2.549447
-0.07515863,-0.6221006,-0.5562668
-0.35466772,-0.890774,-0.292984
-0.36622316,-0.91020465,-0.8104825
-0.33212942,-0.46226645,-1.5050569
-0.49923664,-0.35151482,-1.6916056
-0.18726942,-0.12654877,-1.447391
-0.09838094,0.07732773,-0.69092274
0.106787026,0.40080357,-0.21462822
0.19935527,0.6712289,0.9252043
0.69594955,0.75823545,1.2091932
0.44893914,-0.3567624,3.2012386
-0.045707345,-0.6188469,1.8937426
0.6914857,-0.15126276,-2.0640159
-0.09260938,-0.60908556,-1.5976853
-0.08036482,-0.8266251,-0.82230234
-0.13391258,-0.5894003,-0.7158809
-0.08732195,-0.17470884,-1.3892813
-0.079502575,-0.08784771,-0.99175024
-0.39330053,-0.0318408,-0.65898514
-0.03597593,0.080859184,0.17692375
-0.14426227,0.47706127,1.958355
-0.461177,0.5862489,0.44259453
-0.9002512,-0.56901336,2.8600626
-1.0650551,-0.8870864,1.0560999
-0.4849512,-0.40085483,-1.7466464
-0.32350028,-0.7056174,-0.121850014
-0.39730692,-0.7793436,-0.5958805
-0.57812697,-0.5192976,-1.1666198
-0.37795553,-0.19946146,-1.6693015
-0.41981608,-0.12828302,-1.2478371
-0.12834048,0.30075645,-0.6486826
0.28442675,0.49321604,-0.2507906
0.28918827,0.6144414,1.6484871
0.6442281,0.7120018,0.80183697
0.7350063,-0.007430077,2.963107
0.089740336,-0.5433154,3.3572254
0.8194543,-0.33935285,-0.9047189
0.329552,-0.4848032,-2.021459
0.11559498,-0.71559095,-1.5552034
0.2610656,-0.44649887,-1.4522414
0.17126133,-0.10580397,-2.1223292
0.108392425,-0.03389311,-1.739006
-0.0016919,0.16134119,-0.9937167
0.029474448,0.5073676,-1.0358443
-0.24492666,0.4307952,1.6078882
-0.08107267,0.49972153,1.5956745
-0.04270912,-0.46431422,3.9811573
-1.1074404,-1.5052493,4.4722176
-0.07347064,-0.6905048,-1.1818771
0.36473414,-0.58947015,-1.4378123
0.11872959,-1.2894931,-0.5573988
0.64965236,-1.2699533,-2.465549
