(34.406090246000005+0j),(36.27068254744941-6.798596919369151j),(-76.1244045367431+76.88832759281257j),(-1.5030771937156802+17.70539728182503j),(-2.319851618899422+23.34809456137699j),(-8.332787041002504-8.776988601610698j),(16.619422652689003+3.527548890345958j),(3.01656562558523+4.611145168665866j),(8.033881201843691+0.5245470459425295j),(2.946119151062033+2.3966782877686525j),(0.44769573000000307-1.5412830359999974j),(-2.083856957039477+2.537832963236847j),(-2.2728888181005753+0.6570843971785223j),(0.2817316168285635-0.6167129138496286j),(-1.0843843732814022+1.6277318117705661j),(1.9632311810025058+3.0196837583893004j),(0.012978275156307006+2.4177453556555997j),(3.4515184393335305-0.9343602308701384j),(1.578477377335481+2.7735187953039273j),(0.7594533304963976+0.4226194499520024j),(-1.3630726260000023+8.881784197001252e-16j),(0.7594533304963976-0.42261944995200085j),(1.5784773773354885-2.7735187953039224j),(3.4515184393335296+0.9343602308701395j),(0.012978275156307006-2.4177453556555997j),(1.9632311810025047-3.019683758389303j),(-1.0843843732813983-1.6277318117705506j),(0.2817316168285632+0.6167129138496281j),(-2.272888818100575-0.6570843971785232j),(-2.0838569570394756-2.5378329632368457j),(0.4476957300000066+1.541283035999995j),(2.9461191510620353-2.396678287768652j),(8.033881201843691-0.5245470459425295j),(3.0165656255852284-4.611145168665864j),(16.619422652689007-3.527548890345967j),(-8.332787041002504+8.776988601610698j),(-2.319851618899421-23.34809456137699j),(-1.5030771937156824-17.70539728182503j),(-76.1244045367431-76.88832759281257j),(36.270682547449404+6.798596919369151j),(-23.635392079+0j),(9.138468239765187-0.17154942066279988j),(-0.6100757126827594+22.71948746576151j),(15.270057264408917+21.987864118686318j),(-18.513678522442035-22.10572572448752j),(-9.451616970519723-13.619673107999693j),(-0.5086854631178372-6.385174768825404j),(6.992624793546769-6.938868216475759j),(4.557599391001288-0.8731009185580837j),(2.3786210058985233-2.160437495049309j),(0.48521316999999986-0.9745526489999992j),(0.18054486153517857+0.3947935378576908j),(0.722248295442034-0.7848979425868592j),(1.4578319737225565-2.216085379836736j),(0.15028895218008628-1.1067960557978545j),(1.980239750519723-2.15065706799969j),(1.0532861259987127+0.05396263831771936j),(2.125324349705828+0.15516949366231936j),(1.4313637536205106+0.7265972136152297j),(1.266401131417041+0.20248471804522783j),(-0.5344311010000004-1.7763568394002505e-15j),(1.2664011314170378-0.20248471804522927j),(1.4313637536205117-0.7265972136152286j),(2.1253243497058287-0.1551694936623187j),(1.0532861259987127-0.05396263831771936j),(1.9802397505197238+2.15065706799969j),(0.15028895218008698+1.1067960557978551j),(1.4578319737225565+2.216085379836735j),(0.7222482954420345+0.784897942586861j),(0.180544861535179-0.39479353785768956j),(0.48521317+0.9745526489999978j),(2.378621005898524+2.16043749504931j),(4.557599391001288+0.8731009185580837j),(6.992624793546769+6.93886821647576j),(-0.5086854631178372+6.385174768825403j),(-9.451616970519723+13.619673107999692j),(-18.513678522442035+22.10572572448752j),(15.270057264408923-21.987864118686318j),(-0.6100757126827596-22.719487465761514j),(9.138468239765189+0.1715494206627992j),(21.344270072999997+0j),(1.8011159708062174+4.942963712599967j),(13.306333207319641+7.059844765047012j),(3.722499003581799+9.793553842965077j),(-12.867487882362516-9.323546129154566j),(-5.398961488061255-4.922457374388644j),(-0.9666945964907852+9.02871203414806j),(3.2299489926346108-6.509956841410496j),(-1.1127157114749613+3.152074440515003j),(-4.163641853477577-0.8782894459552306j),(-1.7703974699999998-0.4196910169999999j),(-2.583345552724225-1.5671933914076797j),(-1.149405968637483+1.5156398453593916j),(-3.3995433237487256+3.040853868104921j),(0.6984058203235701+2.7385963963946276j),(0.16605010806125498+6.052115785611354j),(1.998571532474961+4.5803483763848805j),(4.199488142770373-2.1734433069409698j),(3.3192335388475724-1.010554102504327j),(3.1043260001575295+1.1282230576617875j),(5.349228987000002+2.220446049250313e-16j),(3.1043260001575286-1.1282230576617864j),(3.3192335388475724+1.010554102504327j),(4.199488142770373+2.17344330694097j),(1.998571532474961-4.5803483763848805j),(0.1660501080612553-6.052115785611354j),(0.6984058203235726-2.7385963963946267j),(-3.399543323748725-3.0408538681049206j),(-1.149405968637482-1.5156398453593918j),(-2.583345552724225+1.5671933914076785j),(-1.77039747+0.4196910169999988j),(-4.163641853477578+0.8782894459552297j),(-1.1127157114749613-3.152074440515003j),(3.2299489926346103+6.509956841410498j),(-0.9666945964907868-9.02871203414806j),(-5.398961488061256+4.922457374388644j),(-12.867487882362516+9.323546129154566j),(3.7224990035818-9.793553842965075j),(13.306333207319641-7.059844765047013j),(1.801115970806217-4.942963712599969j)
(-4.155275516+0j),(-31.833028674178728+23.675174765713958j),(43.808873429332195-106.7006279942334j),(5.229427661175265-40.60242158290119j),(9.453361533572238-13.07554304861321j),(31.178497310357663-24.69438128947383j),(-1.6864841908979873-3.80995285941567j),(7.858307837866429-2.099693832248759j),(8.611591558265472-4.812360370744261j),(2.425832166304282-4.07414521284004j),(6.156269652000001-1.762358183999999j),(6.568797109471623+0.9058349786894322j),(0.20050506042776295-2.1077712874717065j),(4.6895789413407005-3.4842625989079075j),(6.402986148021743-3.7100309873988024j),(7.233873009642332-2.5937063054738303j),(3.2675432197345256+1.1395463721563357j),(5.13016126857052+1.6325152625152366j),(3.450757921544047-3.3498856685810683j),(4.545212369449923-0.1862734110582478j),(1.9021088519999978-4.440892098500626e-16j),(4.5452123694499225+0.1862734110582478j),(3.450757921544043+3.3498856685810594j),(5.130161268570522-1.632515262515235j),(3.2675432197345256-1.1395463721563357j),(7.233873009642336+2.593706305473832j),(6.402986148021741+3.7100309873987936j),(4.6895789413407+3.484262598907905j),(0.2005050604277634+2.107771287471707j),(6.568797109471619-0.9058349786894313j),(6.156269652000005+1.762358184000007j),(2.425832166304278+4.0741452128400395j),(8.611591558265472+4.812360370744261j),(7.858307837866429+2.099693832248756j),(-1.6864841908979877+3.80995285941568j),(31.178497310357663+24.69438128947383j),(9.453361533572238+13.07554304861321j),(5.229427661175267+40.60242158290119j),(43.808873429332195+106.7006279942334j),(-31.833028674178728-23.675174765713955j),(-34.922944079000004+0j),(1.051845100905644-4.755614417790014j),(18.28427200383877-26.633915437044372j),(34.483329638960676+0.27759837466276016j),(-24.869580557213027-4.980632215197236j),(0.45980697836058937-6.2849288480690895j),(-5.250912597331674+1.9512314451003965j),(-8.138180066320475-8.40577720850671j),(1.0454887499583503-1.3388408803992382j),(-0.6913095178107067-1.6816956841079316j),(1.0776579099999992-2.6931728710000007j),(2.0268263905672192+0.20092039062795308j),(-1.0875997497869712-0.5778926014357997j),(1.004300834062537-1.7117746554990596j),(2.1487675287790804-1.5424881284877348j),(-0.011075578360587146-1.4419582280690906j),(0.7152971670416495+0.43109924942443234j),(0.11531379502778716+0.5321932006255039j),(0.7040716547138275-1.3034612303429722j),(1.2073354246073218-0.04717773355550681j),(-1.0391021410000019-2.220446049250313e-16j),(1.2073354246073191+0.04717773355550725j),(0.7040716547138262+1.3034612303429713j),(0.11531379502778638-0.5321932006255039j),(0.7152971670416495-0.43109924942443234j),(-0.011075578360586924+1.4419582280690906j),(2.148767528779078+1.5424881284877334j),(1.0043008340625357+1.7117746554990587j),(-1.0875997497869705+0.5778926014357999j),(2.0268263905672215-0.20092039062795242j),(1.077657910000001+2.693172871000001j),(-0.691309517810705+1.6816956841079327j),(1.0454887499583503+1.3388408803992382j),(-8.138180066320476+8.405777208506706j),(-5.2509125973316735-1.9512314451003965j),(0.45980697836058604+6.284928848069088j),(-24.86958055721303+4.980632215197236j),(34.48332963896067-0.27759837466275883j),(18.284272003838765+26.633915437044372j),(1.0518451009056424+4.755614417790015j),(26.59665664+0j),(2.2806598500168196+1.102406252976332j),(-3.4492100002335264-4.176307233610901j),(17.769207436458473+5.047887164246978j),(-11.177912691075388+1.9948517040586138j),(1.0334375151238486+3.1004582234379887j),(-4.159459003807903-5.233853626505377j),(-9.930830012159351-1.9469275930366006j),(-3.3838239298094432+4.3541552674481165j),(-1.8428848107621363-3.2560295554394427j),(-0.8280486399999984-0.5720621860000001j),(-1.5136909396354294+0.17699586534252432j),(2.252100823575386+1.2439004242379812j),(-0.0042930865566432885+1.203454955773344j),(-2.854227442725099+4.183438211299378j),(-0.9935030151238475+3.0211695634379896j),(-4.035949382690558+1.7644975731145665j),(1.3874324770821829-0.10208136178404303j),(-1.4830809132334704+0.2896455894049015j),(0.7015795855560807-1.3031434850267138j),(2.9002277200000006+5.551115123125783e-16j),(0.7015795855560798+1.3031434850267143j),(-1.4830809132334701-0.2896455894049015j),(1.3874324770821826+0.10208136178404192j),(-4.035949382690558-1.7644975731145665j),(-0.9935030151238469-3.0211695634379883j),(-2.854227442725099-4.183438211299379j),(-0.0042930865566405685-1.2034549557733452j),(2.2521008235753874-1.2439004242379812j),(-1.5136909396354303-0.17699586534252598j),(-0.8280486399999993+0.5720621860000001j),(-1.842884810762135+3.2560295554394427j),(-3.3838239298094432-4.3541552674481165j),(-9.930830012159351+1.9469275930366006j),(-4.159459003807903+5.233853626505377j),(1.0334375151238469-3.100458223437985j),(-11.177912691075388-1.9948517040586142j),(17.769207436458473-5.04788716424698j),(-3.449210000233526+4.1763072336109j),(2.2806598500168187-1.102406252976332j)
(15.847643468000005+0j),(7.324763382387131-34.350671406334904j),(-4.289814505117735+126.53536641415192j),(-22.657888053865005+37.4562211413739j),(-2.5052178987991045+21.14189961318075j),(9.023041417324205+41.6377542196402j),(-0.8417900513955185+8.817274350387308j),(-4.217906143730307+5.468200519424467j),(-3.0637009129483057+5.769117838309496j),(-5.867117869417449+2.257616331098763j),(-6.886269051999999+1.9974075000000004j),(-0.9015452934790575+1.002686219296642j),(-8.558740415200898+3.3177215001018716j),(-3.0672259466609493+3.2607501800432033j),(-6.976462188799598+4.5723315637616295j),(-6.428804033324207-1.0238801003597935j),(-6.388539301051693+3.3071073645003577j),(-7.655613054616482+0.9306918369160746j),(-3.6339706626871537+1.9939854999970281j),(-3.1828654846178863-1.1855526183718759j),(-5.010603332000001+2.6645352591003757e-15j),(-3.1828654846178823+1.1855526183718865j),(-3.63397066268715-1.9939854999970184j),(-7.655613054616483-0.930691836916075j),(-6.388539301051693-3.3071073645003577j),(-6.428804033324208+1.0238801003597926j),(-6.976462188799595-4.57233156376162j),(-3.0672259466609524-3.2607501800432033j),(-8.558740415200896-3.3177215001018707j),(-0.9015452934790646-1.0026862192966561j),(-6.886269052000002-1.9974075000000031j),(-5.86711786941745-2.2576163310987574j),(-3.0637009129483057-5.769117838309496j),(-4.217906143730303-5.468200519424467j),(-0.841790051395519-8.817274350387315j),(9.023041417324208-41.63775421964021j),(-2.505217898799105-21.14189961318075j),(-22.657888053865-37.4562211413739j),(-4.289814505117734-126.53536641415192j),(7.324763382387134+34.3506714063349j),(-45.0262472+0j),(10.296935520765555-17.853573166578812j),(11.442494877102115+18.781723119327385j),(28.861801670468022-14.62779308325099j),(-19.639499643087756+25.61299908548079j),(-4.93307536759227+19.15126196703424j),(-4.568276078032323+3.9046981362942463j),(-12.931731939377887+12.11968744970632j),(-3.9306480924254785+3.5075448124490305j),(-4.136033490995767+1.408892758394929j),(-4.350182219999999+2.9970688600000015j),(-1.6376083012975586-0.16905601400688575j),(-4.357319586912245+1.8761493297208407j),(-1.9768203109135438+1.8381513133904779j),(-4.556984035081549+1.973816602834141j),(-4.008212592407727+1.3543765670342438j),(-3.0484374575745186+1.0097607461368516j),(-3.6115302518894223-1.0100235602357928j),(-2.123501543988243+0.36337705980100665j),(-1.438298936759397-1.0358836074776399j),(-2.9915932399999985+0j),(-1.4382989367593992+1.0358836074776403j),(-2.1235015439882448-0.36337705980100576j),(-3.611530251889426+1.0100235602357914j),(-3.0484374575745186-1.0097607461368516j),(-4.008212592407728-1.3543765670342416j),(-4.556984035081549-1.973816602834141j),(-1.9768203109135436-1.8381513133904797j),(-4.3573195869122445-1.8761493297208407j),(-1.6376083012975566+0.16905601400688697j),(-4.350182219999998-2.9970688600000006j),(-4.136033490995765-1.408892758394929j),(-3.9306480924254785-3.5075448124490305j),(-12.93173193937789-12.119687449706321j),(-4.568276078032321-3.904698136294246j),(-4.933075367592273-19.151261967034245j),(-19.639499643087753-25.612999085480787j),(28.86180167046802+14.62779308325099j),(11.442494877102117-18.78172311932738j),(10.296935520765551+17.853573166578812j),(23.981399469000003+0j),(-4.030606390915659+1.118302567793064j),(1.9119985370666357+0.7273912626049073j),(7.293287888925182-20.668039968779752j),(-8.310893691850586+3.572438210754613j),(-4.910177850241921+4.286390468311865j),(-0.31701751050352334+3.841420190568888j),(-2.1277109543124286+4.8661071119706385j),(0.9250343035528852+2.8220312531743756j),(5.034515513061177+1.5155655893709852j),(-2.271910900000001+2.3840629709999996j),(-2.2213331571119324-1.2370873294738076j),(3.861059156350586-1.4321147643921683j),(0.6237717731194454+0.6731494701866705j),(1.8128202499319144-3.272225864783195j),(1.6884528702419228-0.7291328716881345j),(-3.0288455880528864-0.5483188290503416j),(1.9619850887223176+0.753389564320915j),(2.485416123504973-0.2700041078192148j),(-0.3644117814881039-1.0776032820454426j),(4.237045171000002+2.220446049250313e-16j),(-0.36441178148810427+1.0776032820454404j),(2.4854161235049737+0.27000410781921436j),(1.9619850887223167-0.7533895643209142j),(-3.0288455880528864+0.5483188290503416j),(1.688452870241923+0.7291328716881342j),(1.8128202499319146+3.272225864783194j),(0.6237717731194448-0.6731494701866707j),(3.8610591563505867+1.432114764392168j),(-2.221333157111933+1.23708732947381j),(-2.2719109000000013-2.3840629709999996j),(5.034515513061178-1.5155655893709858j),(0.9250343035528852-2.8220312531743756j),(-2.1277109543124277-4.866107111970639j),(-0.31701751050352356-3.841420190568888j),(-4.910177850241922-4.286390468311865j),(-8.310893691850584-3.572438210754613j),(7.293287888925182+20.668039968779752j),(1.9119985370666355-0.7273912626049075j),(-4.030606390915658-1.1183025677930631j)
(33.964618357000006+0j),(23.804441680497366+40.36009903958475j),(-47.19861716679233-116.00048153242949j),(-5.772892866283899-13.414329366228204j),(-4.920917551668552-23.938102886734605j),(-26.680298598227886-11.028403644302477j),(4.774544862687607-15.85924748949071j),(5.169385376389043-9.562210252487608j),(5.189188936746586-7.995190939257052j),(6.097776179277286-10.517293468239838j),(7.954760743-7.143924399999994j),(4.963159155753871-10.910549960825442j),(3.4835551931685504-4.451224920952777j),(5.733835039319545-2.142392171820621j),(8.616933870823456-6.124250790737513j),(4.278676598227888-1.3998751303024797j),(5.809409404753415+0.19489856645361892j),(7.158502282668721-3.1467137131607448j),(4.879927650281267-0.558350347798743j),(3.228949152378064-0.7580911680952105j),(3.9190657569999985+0j),(3.2289491523780685+0.7580911680952109j),(4.879927650281269+0.558350347798747j),(7.15850228266872+3.1467137131607474j),(5.809409404753415-0.19489856645361892j),(4.278676598227886+1.399875130302478j),(8.61693387082346+6.124250790737516j),(5.733835039319549+2.1423921718206205j),(3.4835551931685487+4.451224920952777j),(4.963159155753876+10.91054996082544j),(7.954760743+7.1439243999999995j),(6.097776179277289+10.517293468239842j),(5.189188936746586+7.995190939257052j),(5.169385376389043+9.562210252487606j),(4.774544862687604+15.859247489490718j),(-26.680298598227886+11.028403644302479j),(-4.920917551668554+23.938102886734605j),(-5.772892866283903+13.414329366228202j),(-47.19861716679233+116.00048153242949j),(23.804441680497362-40.36009903958475j),(-58.1047663+0j),(5.390062110335128+2.928403458369706j),(-16.76853781312854-34.88680045161182j),(-5.309442056318462-44.306204367161186j),(-3.195897161532038+24.34092061078458j),(-11.991087251381547+5.202343564484005j),(0.6148961481013462+1.8941119016377819j),(10.239231540949909+10.038980079599975j),(1.1186587484426163+2.6240373247951614j),(1.4296419543183863+1.442297750094827j),(0.96623632+0.7803414399999979j),(-2.178620745049998-0.06953092908093295j),(-1.683724618467965+1.6992930336617054j),(-1.0846235996197535+2.2546894872789025j),(0.8750239744969388+0.3248861472613349j),(-0.6711470486184559+2.1347766244840063j),(-1.4762493484426171+0.768024931709635j),(0.6260406073521091-0.6592900791089709j),(-1.3743356294697506+0.38310756051093703j),(-2.343433511967317-0.8013352267233961j),(-1.7041269399999996-8.881784197001252e-16j),(-2.343433511967315+0.8013352267233915j),(-1.3743356294697486-0.38310756051093664j),(0.6260406073521079+0.6592900791089711j),(-1.4762493484426171-0.768024931709635j),(-0.6711470486184582-2.134776624484004j),(0.875023974496939-0.3248861472613375j),(-1.0846235996197522-2.254689487278902j),(-1.683724618467965-1.699293033661708j),(-2.178620745049998+0.06953092908093295j),(0.9662363199999993-0.780341439999996j),(1.429641954318384-1.4422977500948264j),(1.1186587484426163-2.6240373247951614j),(10.239231540949907-10.038980079599979j),(0.6148961481013463-1.894111901637779j),(-11.991087251381543-5.2023435644840035j),(-3.1958971615320375-24.34092061078458j),(-5.30944205631846+44.306204367161186j),(-16.76853781312854+34.88680045161182j),(5.390062110335126-2.928403458369705j),(20.356822679+0j),(-2.823389568729786-8.061155242272829j),(1.0061695305122744-5.870457022913156j),(-13.655959225859435-9.261818585194764j),(-1.2871034412804987+7.098557878127952j),(-1.6596798247706088+1.8748935816980938j),(-1.786079009204549+1.2482960059139598j),(2.0671239143114537+3.008777407725595j),(1.1161553236467165+1.8479530839366844j),(1.0473864949350347+6.0763745011884716j),(3.86502481+1.484732049000001j),(-2.3603917729641966+6.609979682704421j),(1.0487640457804983+1.510665069136607j),(-3.7841446341920744+2.1188666808880403j),(-4.952303012670148+3.7052588942260765j),(-3.537558055229392-2.6044938383019054j),(-4.330598838146717-2.454465258202571j),(-0.2382482757247566+0.823805928070392j),(-1.8966263186375754+1.0786753240531932j),(-2.247693051776242+1.8475527826388192j),(1.9449111410000008+8.881784197001252e-16j),(-2.247693051776241-1.847552782638819j),(-1.8966263186375754-1.078675324053193j),(-0.23824827572475582-0.8238059280703927j),(-4.330598838146717+2.454465258202571j),(-3.5375580552293915+2.604493838301906j),(-4.952303012670149-3.7052588942260765j),(-3.7841446341920744-2.118866680888038j),(1.0487640457804983-1.510665069136608j),(-2.3603917729641966-6.609979682704421j),(3.8650248100000004-1.4847320490000004j),(1.0473864949350347-6.0763745011884716j),(1.1161553236467165-1.8479530839366844j),(2.0671239143114537-3.0087774077255958j),(-1.7860790092045487-1.2482960059139603j),(-1.659679824770607-1.8748935816980934j),(-1.2871034412804985-7.098557878127952j),(-13.655959225859434+9.261818585194762j),(1.0061695305122735+5.870457022913156j),(-2.823389568729785+8.061155242272829j)
(-19.162790353+0j),(-55.524175859214736-27.62017750182679j),(88.95523763798141+84.37510495497818j),(26.54641870942715+26.81053094124529j),(-5.325078650183369+7.078384515572036j),(-1.3674867390026542-21.92879186446188j),(0.11159155233942286+13.79912766755788j),(-3.626758587404712+8.097504111190524j),(-5.4747455744074465+4.40287184118433j),(-0.33726549792840066+1.8222920780627323j),(-4.022280783000001+1.734499450000004j),(-6.123759088552475+2.3096128000836362j),(-2.8985903783166345+3.100477532006355j),(-4.0231805248159915+3.6781675888174092j),(-6.85298042040975+5.434815390985236j),(-2.861238146997348+2.188449215538119j),(-3.3197843540925547+2.096528283880828j),(-1.4593296500194821+0.7108848669625811j),(-1.4879724469110784-2.1389230964350636j),(-0.7935765354913613+0.7370350994964743j),(-1.2569466530000002+2.220446049250313e-16j),(-0.7935765354913609-0.7370350994964716j),(-1.487972446911078+2.138923096435075j),(-1.459329650019484-0.7108848669625831j),(-3.3197843540925547-2.096528283880828j),(-2.8612381469973442-2.188449215538121j),(-6.852980420409745-5.434815390985233j),(-4.023180524815992-3.678167588817409j),(-2.8985903783166354-3.100477532006355j),(-6.1237590885524735-2.309612800083636j),(-4.022280782999998-1.734499450000012j),(-0.33726549792840643-1.8222920780627319j),(-5.4747455744074465-4.40287184118433j),(-3.6267585874047144-8.097504111190524j),(0.11159155233941398-13.799127667557887j),(-1.3674867390026542+21.92879186446187j),(-5.325078650183369-7.078384515572036j),(26.54641870942715-26.810530941245293j),(88.95523763798141-84.37510495497818j),(-55.52417585921472+27.620177501826795j),(-80.81961964000001+0j),(-21.87579014173037-8.326434586078394j),(10.78840957871702+11.103481096440586j),(-31.8969817629788-15.755521959448433j),(18.47887954716856+19.92897225036247j),(8.494208572036607-1.0467367125286184j),(-0.6195212557370127+9.669737716709509j),(5.664260518046018-6.79521215114317j),(0.23872407260542872+2.5471984271397075j),(-1.1272875406124427+3.118931902732614j),(-2.50757812+0.618944700000001j),(-0.8369388876264434+1.3959121917301514j),(-0.13517754716855457+1.8809991701227293j),(-1.738095868418398+1.6017311523739615j),(-2.993658840808924+1.610632549679222j),(0.31984388796339225+0.3079025874713821j),(-1.7577722526054327+0.6626382442447025j),(-0.44764865117885955+1.4363837817703877j),(-0.6122633621710818-1.1688035300518562j),(-0.7273281255007025+0.2615148696600147j),(0.14965199999999823+0j),(-0.7273281255007022-0.26151486966001514j),(-0.6122633621710827+1.168803530051857j),(-0.447648651178858-1.4363837817703893j),(-1.7577722526054327-0.6626382442447025j),(0.31984388796339336-0.3079025874713833j),(-2.9936588408089246-1.610632549679221j),(-1.738095868418397-1.6017311523739601j),(-0.135177547168556-1.8809991701227293j),(-0.8369388876264461-1.3959121917301518j),(-2.50757812-0.618944700000001j),(-1.127287540612445-3.1189319027326103j),(0.23872407260542872-2.5471984271397075j),(5.664260518046021+6.7952121511431685j),(-0.6195212557370124-9.669737716709513j),(8.494208572036607+1.0467367125286198j),(18.47887954716856-19.92897225036247j),(-31.896981762978797+15.755521959448433j),(10.78840957871702-11.103481096440586j),(-21.87579014173037+8.326434586078394j),(16.694472608999998+0j),(-0.0402812569695985-1.4137883771231268j),(-11.655264873265438-1.360908423476448j),(-9.878153323674537-0.3251271969160381j),(8.396962733079436+0.8020583277992513j),(3.7842138980289666+2.933749087002113j),(-1.8820406499139604+1.6726471723319676j),(0.37345074552473506-6.779842191582549j),(5.147353992514795-1.856646856995314j),(-2.937242545673352+3.36133928652686j),(-6.037030639999999+0.004576930999999451j),(5.420580769692128-0.8229713297969574j),(4.074715641420564-0.44368796236480035j),(-0.6104013417779095-1.903699296455429j),(2.8523710476438877-3.803537447742853j),(-2.2502107780289666-0.3927994329978868j),(0.47612435298520617-3.969297367271773j),(2.38385305305517+3.080252811048714j),(0.7649591155355107+1.778719417065562j),(0.5214027798233627+2.1295076622925673j),(1.953021950999999-8.326672684688674e-17j),(0.5214027798233651-2.1295076622925673j),(0.7649591155355107-1.7787194170655627j),(2.3838530530551703-3.080252811048715j),(0.47612435298520617+3.969297367271773j),(-2.250210778028967+0.39279943299788656j),(2.8523710476438886+3.803537447742853j),(-0.6104013417779088+1.9036992964554291j),(4.074715641420564+0.44368796236480024j),(5.420580769692128+0.8229713297969572j),(-6.037030639999999-0.004576930999999895j),(-2.937242545673353-3.361339286526859j),(5.147353992514795+1.856646856995314j),(0.37345074552473556+6.779842191582549j),(-1.8820406499139604-1.6726471723319676j),(3.7842138980289675-2.933749087002113j),(8.396962733079436-0.8020583277992511j),(-9.878153323674535+0.32512719691603853j),(-11.655264873265438+1.3609084234764486j),(-0.040281256969597834+1.413788377123126j)
(59.440214619+0j),(72.18673480491043+1.5864324327766115j),(-102.43368547036933-30.182465099774607j),(-3.8880629764765953-12.499475118351901j),(-16.708915185253886+2.147654700031095j),(20.565725402959448+2.0392157104796143j),(-9.080212812362621-8.233248082989213j),(-0.9636218196720208-0.6009253589340244j),(-4.797448284330471-0.6738246532126733j),(-0.5304608456834261+2.553836497159506j),(-1.6349218090000068+0.22739726999999998j),(-1.2119489219899577+0.8447506281472572j),(1.3492203807538834+0.12382236443093042j),(-1.3852360669062236+0.8316663320391982j),(1.6174111064455232-2.1295737068238605j),(-1.933720922959445-0.7798939875203823j),(-1.4871689001695305-0.7320873095972985j),(0.09289796533821848+0.4255702404484304j),(-1.448737514713581+2.20178728996153j),(0.5484503804795784-2.510484950437585j),(1.945376359+2.7755575615628914e-16j),(0.5484503804795767+2.510484950437583j),(-1.4487375147135726-2.2017872899615356j),(0.0928979653382127-0.42557024044843006j),(-1.4871689001695305+0.7320873095972985j),(-1.9337209229594499+0.7798939875203822j),(1.6174111064455263+2.1295737068238605j),(-1.3852360669062227-0.8316663320391982j),(1.349220380753887-0.12382236443093037j),(-1.2119489219899577-0.844750628147257j),(-1.6349218090000068-0.2273972699999942j),(-0.530460845683419-2.553836497159507j),(-4.797448284330471+0.6738246532126733j),(-0.9636218196720234+0.6009253589340222j),(-9.080212812362623+8.23324808298921j),(20.565725402959444-2.039215710479616j),(-16.708915185253886-2.147654700031095j),(-3.888062976476597+12.499475118351903j),(-102.43368547036934+30.182465099774603j),(72.18673480491043-1.5864324327766082j),(-59.68575457+0j),(10.312158297574776+2.3865858894253726j),(-37.44203549255164+0.832286323296306j),(-39.68141619713363+13.629929206529912j),(20.688432562697386-5.528242546398174j),(16.027061937025863+0.3121778905206458j),(7.285708398842623-5.85187930147888j),(-7.6325261816115475-5.187730781856858j),(1.8330829696126294-0.3764614401491637j),(-0.12106346081294417-1.0405359049233467j),(2.23003171+0.09160854000000018j),(1.127781051093251-1.723940221139188j),(3.0401648123026135-0.18456565895279375j),(1.0017713430292012-0.2049437344215841j),(2.1762716085480704-0.5510720291361282j),(0.021361862974137225-2.295393689479355j),(0.6260195653873604-0.5923773697183966j),(-0.008686029724585431+0.6042427671457329j),(0.08203177516094118+0.8774643060886858j),(1.5842773775854702-1.4187876063076885j),(3.51490275-4.440892098500626e-16j),(1.5842773775854724+1.418787606307686j),(0.08203177516094406-0.8774643060886873j),(-0.008686029724585653-0.6042427671457326j),(0.6260195653873604+0.5923773697183966j),(0.021361862974137225+2.2953936894793543j),(2.176271608548068+0.5510720291361291j),(1.001771343029207+0.20494373442158265j),(3.0401648123026135+0.18456565895279375j),(1.127781051093251+1.7239402211391923j),(2.230031709999997-0.0916085400000004j),(-0.12106346081294395+1.040535904923348j),(1.8330829696126294+0.3764614401491637j),(-7.632526181611546+5.1877307818568585j),(7.285708398842624+5.851879301478882j),(16.02706193702586-0.3121778905206455j),(20.688432562697386+5.528242546398174j),(-39.68141619713363-13.629929206529912j),(-37.44203549255163-0.832286323296306j),(10.31215829757478-2.3865858894253735j),(13.298597238+0j),(-3.1763975479703728+0.44405649950869663j),(5.213541348818572-0.23554462618761463j),(-6.046862894035345+4.274570887911822j),(6.788744917784967-7.256362816356955j),(0.01899843232019638-2.8052403357996263j),(6.454112488908989-4.5070996220317046j),(-3.405285303087927-0.5985831567595072j),(7.185545275452456-1.4652396226326576j),(-1.8413633426915705-2.1031816200126396j),(6.359243584000001+1.6364110420000006j),(-2.6324376948964012-4.435422618194299j),(1.5763561902150345-2.1344685005364195j),(1.5427387802375807-4.431165638614301j),(-0.3464077700872079+0.663961104724246j),(3.0157431876798038+1.4806469322003741j),(2.924673170547543-3.1295820230039384j),(-1.7499789937944312+3.559416289021185j),(-0.168978481640353-0.6651731331198443j),(2.0257593762384682+0.2844714889449267j),(1.4795613139999986-6.661338147750939e-16j),(2.0257593762384687-0.2844714889449258j),(-0.16897848164035256+0.665173133119844j),(-1.7499789937944317-3.559416289021185j),(2.924673170547543+3.1295820230039384j),(3.0157431876798038-1.4806469322003744j),(-0.34640777008720836-0.663961104724246j),(1.5427387802375816+4.431165638614301j),(1.5763561902150338+2.1344685005364186j),(-2.6324376948964012+4.4354226181943j),(6.359243584000001-1.6364110420000004j),(-1.84136334269157+2.103181620012639j),(7.185545275452456+1.4652396226326576j),(-3.4052853030879264+0.5985831567595075j),(6.454112488908989+4.5070996220317046j),(0.018998432320196157+2.805240335799626j),(6.788744917784967+7.256362816356955j),(-6.046862894035344-4.274570887911823j),(5.213541348818572+0.23554462618761446j),(-3.1763975479703728-0.44405649950869663j)
